navigation;modèle-imprimante;;imprimante;;Label;;;;ref-constructeur;prix;capacité;ID_printer;ID_product
Xerox;Xerox  VersaLink;;VersaLink C 600 X;;COMPATIBLE Xerox 106R03907 - Toner noir;;;;106 R 03907;null;12200;17163;5893
Samsung;Samsung  Xpress;;Xpress SL-C 467 W;;PROMO Pack Compatibles Samsung CLTP406CELS / C406 - Toner MultiPack;;;;C406;null;CLT-P 406 C/ELS;12533;5491
Xerox;Xerox  WC;;WC 7225;;ORIGINAL Xerox 006R01457 - Toner noir;;;;006 R 01457;null;22000;17164;5897
Canon;Canon  LBP;;LBP-712 Cdn;;COMPATIBLE Canon 0461C001 / 040 HBK - Toner noir;;;;040 HBK;null;0461 C 001;5041;4958
OKI;OKI  Okipage;;Okipage 12 EX;;COMPATIBLE OKI 40433203 - Toner noir;;;;40433203;null;2500;7438;5077
Toshiba;Toshiba  BC;;BC 1271 P;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;14972;4684
Sagem;Sagem  Quadrige;;Quadrige Q 5500 NR;;null;;;;null;null;null;11775;#N/A
Olympia;Olympia  ES;;ES 320;;ORIGINAL Olympia 9775 - Ruban carbone;;;;9775;null;Oui;8749;5206
Savin;Savin  Savinfax;;Savinfax 3740;;Ricoh Toner Laser Type 1435 (430244) (430291) (430261) Infotec 36 4,5k;;;;TYPE 1435 D;null;430244;13039;5415
Panasonic;Panasonic  KX-R;;KX-R 530 Series;;ORIGINAL Brother 1032 - Ruban nylon noir;;;;1032;7,70 €;Oui;9331;4733
Riso;Riso  M;;M 835;;ORIGINAL Lexmark X8302KH - Toner noir;;;;X8302KH;null;30000;11639;5461
Sharp;Sharp  AJ;;AJ-6000;;ORIGINAL Sharp AJH20B - Tête d'impression noire;;;;AJ-H 20 B;null;10000;13933;5560
Canon;Canon  Satera;;Satera MF 4330 d;;COMPATIBLE Canon 0263B002 / FX-10 - Toner noir;;;;FX-10;null;0263 B 002;5042;4819
Sharp;Sharp  CS;;CS 1155;;null;;;;null;null;null;13934;#N/A
Samsung;Samsung  ML;;ML-7300;;null;;;;null;null;null;12534;#N/A
Canon;Canon  IR-C;;IR-C 3580;;COMPATIBLE Canon 0452B002 / C-EXV 21 - Toner noir;;;;C-EXV 21;null;0452 B 002;5043;4906
Toshiba;Toshiba  BD;;BD 1500 Series;;null;;;;null;null;null;14973;#N/A
Wincor-Nixdorf;Wincor-Nixdorf  S;;S 200 S;;null;;;;null;null;null;15784;#N/A
Xerox;Xerox  Phaser;;Phaser 3600 EDM;;ORIGINAL Xerox 106R01371 - Toner noir;;;;106 R 01371;null;14000;17165;5860
Sanyo;Sanyo  SFT Z;;SFT Z 130;;ORIGINAL Kyocera 37058010 - Toner noir;;;;37058010;null;6800;12925;4685
Olivetti;Olivetti  PT;;PT 506;;null;;;;null;null;null;8240;#N/A
Canon;Canon  Pixma;;Pixma IP 4500;;COMPATIBLE Canon 0628B001 / PGI-5 BK - Cartouche d'encre noire;;;;PGI-5 BK;null;0628 B 001;5044;4898
Panasonic;Panasonic  UF;;UF-M 500;;COMPATIBLE Panasonic UG3204 - Toner noir;;;;UG-3204;null;8000;9332;4701
Canon;Canon  LBP;;LBP-EX;;COMPATIBLE HP 92298X / 98X - Toner noir;;;;98X;null;92298 X;5045;4705
OKI;OKI  C;;C 610 N;;COMPATIBLE OKI 44315308 - Toner noir;;;;44315308;null;8000;7439;5109
Samsung;Samsung  ML;;ML-3561 NG;;COMPATIBLE Samsung ML3560DBELS - Toner noir;;;;ML-3560 DB/ELS;null;12000;12535;5524
Samsung;Samsung  SCX;;SCX-6520 FNG;;COMPATIBLE Samsung SCX6320D8ELS - Toner noir;;;;SCX-6320 D8/ELS;null;8000;12536;5487
Toshiba;Toshiba  E-Studio;;E-Studio 181;;ORIGINAL Toshiba 6AJ00000061 / T-1810 E-5K - Toner noir;;;;T-1810 E-5K;null;6AJ00000061;14974;5663
Olympia;Olympia  ESW;;ESW 5000 Series;;ORIGINAL Olympia 9775 - Ruban carbone;;;;9775;null;Oui;8750;5206
OKI;OKI  Microline;;Microline 5100 Series;;ORIGINAL OKI 43821103 - Ruban nylon noir;;;;43821103;null;Oui;7440;5101
Toshiba;Toshiba  E-Studio;;E-Studio 356 SE;;ORIGINAL Toshiba 6AJ00000086 / T-4590 E - Divers;;;;T-4590 E;null;6AJ00000086;14975;5693
Xerox;Xerox  WorkCentre PRO;;WorkCentre Pro 580;;ORIGINAL Ricoh 430400 / TYPE 1265 D - Toner noir;;;;TYPE 1265 D;null;430400;17166;5297
Olivetti;Olivetti  PT;;PT 505 SP;;null;;;;null;null;null;8241;#N/A
Sharp;Sharp  AR-M;;AR-M 550 Series;;ORIGINAL Sharp AR621LT - Toner noir;;;;AR-621 LT;null;83000;13935;5585
Olivetti;Olivetti  PR;;PR 4 SL;;null;;;;null;null;null;8242;#N/A
Canon;Canon  IR;;IR Advance 4553 i;;ORIGINAL Canon 0475C002 / C-EXV 52 - Photoconducteur;;;;C-EXV 52;null;0475 C 002;5046;4863
Samsung;Samsung  ML;;ML-4551 ND;;COMPATIBLE Samsung MLD4550BELS - Toner noir;;;;MLD-4550 B/ELS;null;20000;12537;5496
Ricoh;Ricoh  SP C;;SP C 341;;ORIGINAL Ricoh 407899 - Toner noir;;;;407899;null;5000;11187;5387
Canon;Canon  Pixma;;Pixma MG 2455;;COMPATIBLE Canon 8288B001 / CL-546 XL - Tête d'impression couleur;;;;CL-546 XL;null;8288 B 001;5047;4913
Olivetti;Olivetti  CRF;;CRF 4000;;ORIGINAL HP 51604A - Tête d'impression noire;;;;51604 A;null;500;8243;4815
Canon;Canon  Pixma;;Pixma IP 4300;;COMPATIBLE Canon 0628B001 / PGI-5 BK - Cartouche d'encre noire;;;;PGI-5 BK;null;0628 B 001;5048;4898
Canon;Canon  imageRUNNER;;imageRUNNER 2870 Series;;ORIGINAL Canon 9629A002 / C-EXV 11 - Toner noir;;;;C-EXV 11;null;9629 A 002;5049;4857
Unisys;Unisys  AP;;AP 9516 LX;;ORIGINAL Lexmark 1382100 - Toner noir;;;;1382100;null;7000;15388;5793
Samsung;Samsung  SF;;SF-365 TP;;COMPATIBLE Samsung INKM40ELS / M40 - Tête d'impression noire;;;;M40;null;INK-M 40/ELS;12538;5484
OKI;OKI  ML;;ML 520 Series;;ORIGINAL OKI 09002315 - Ruban nylon noir;;;;9002315;null;Oui;7441;5060
OKI;OKI  Okifax;;Okifax 4550;;ORIGINAL OKI 00079801 / TYPE6 - Toner noir;;;;TYPE6;null;79801;7442;5025
Olympia;Olympia  OF;;OF 800;;COMPATIBLE OKI 09002395 - Toner noir;;;;9002395;null;2500;8751;4713
Sharp;Sharp  MX;;MX-3501 N;;COMPATIBLE Sharp MX27GTCA - Toner cyan;;;;MX-27 GTCA;null;15000;13936;5615
Panasonic;Panasonic  KX-F;;KX-F 1016;;Pack de 2 COMPATIBLES Panasonic KXFA136X - Rouleau transfert thermique;;;;KX-FA 136 X;null;336;9333;5230
Tally Genicom;Tally Genicom  M;;MIP 480;;ORIGINAL Tally Genicom MIP480KA - Ruban nylon noir;;;;MIP480-KA;null;Oui;14508;5645
Canon;Canon  Pixma;;Pixma IP 7250;;Pack de 5 COMPATIBLES Canon PGI550XL/ CLI551XL - AVEC PUCE;;;;PGI-550/ CLI-551;null;6509 B 008;5050;4899
Sagem;Sagem  MF;;MF 3580;;ORIGINAL Sagem TNR756 / 251435803 - Toner noir;;;;251435803;null;TN-R 756;11776;5469
Brother;Brother  HL;;HL-4040 CDNLT;;COMPATIBLE Brother DR130CL - Kit tambour;;;;DR-130 CL;null;17000;1395;4762
Panasonic;Panasonic  UF;;UF 895;;COMPATIBLE Panasonic UG3313 - Toner noir;;;;UG-3313;null;10000;9334;4699
Canon;Canon  IR;;IR 2530;;ORIGINAL Canon 2785B002 / C-EXV 33 - Toner noir;;;;C-EXV 33;null;2785 B 002;5051;4941
Ricoh;Ricoh  Sp;;SP 4510 dnte;;null;;;;null;null;null;11188;#N/A
Casio;Casio  HR;;HR 110 Series;;ORIGINAL Olivetti 81129 - Rouleau couleur;;;;81129;null;Oui;6357;4873
Canon;Canon  I;;I 650;;COMPATIBLE Canon 4479A002 / BCI-3 EBK - Cartouche d'encre noire;;;;BCI-3 EBK;null;4479 A 002;5052;4821
Star Micronics;Star Micronics  SP;;SP 320 Series;;ORIGINAL Star Micronics 80981611 / RC300B - Ruban nylon noir;;;;RC300B;null;80981611;11401;5535
Canon;Canon  BP;;BP 36 LTS;;ORIGINAL HP 51604A - Tête d'impression noire;;;;51604 A;null;500;5053;4815
Samsung;Samsung  ML;;ML-3475 D;;COMPATIBLE Samsung MLD3470BEUR - Toner noir;;;;MLD-3470 B/EUR;null;10000;12539;5516
Brother;Brother  DCP;;DCP-373 CW;;PACK de 5 COMPATIBLES Brother LC980;;;;LC-980 VAL BP;null;Non;1396;4741
Xerox;Xerox  Docuprint N;;Docuprint N 2125;;ORIGINAL Xerox 113R00446 - Toner noir;;;;113 R 00446;null;15000;17167;5934
Canon;Canon  imageCLASS D;;ImageClass D 383;;COMPATIBLE Canon 7833A002 / CARTRIDGE T - Toner noir;;;;CARTRIDGE T;null;7833 A 002;5054;4936
Xerox;Xerox  WC;;WC 7220;;ORIGINAL Xerox 006R01457 - Toner noir;;;;006 R 01457;null;22000;17168;5897
OKI;OKI  C;;C 5850 Series;;COMPATIBLE OKI 43865724 - Toner noir;;;;43865724;null;8000;7443;5104
Citizen;Citizen  DP;;DP 612 G;;ORIGINAL Citizen 3000098 / IR 61 B - Ruban nylon noir;;;;IR 61 B;null;3000098;6562;5017
Xerox;Xerox  WorkCentre;;WorkCentre 7228 F;;ORIGINAL Xerox 006R01175 - Toner noir;;;;006 R 01175;null;26000;17169;5839
Brother;Brother  Correctronic;;Correctronic 330;;ORIGINAL Brother 1032 - Ruban nylon noir;;;;1032;7,70 €;Oui;1397;4733
Brother;Brother  Compactronic;;Compactronic 35;;ORIGINAL Brother 1032 - Ruban nylon noir;;;;1032;7,70 €;Oui;1398;4733
Ricoh;Ricoh  MP C;;MP C 307;;ORIGINAL Ricoh D2140121 - Kit tambour;;;;D214-0121;null;60000;11189;5365
Canon;Canon  NP;;NP 6521;;COMPATIBLE Canon 1379A003 / NPG-9 - Toner noir;;;;NPG-9;null;1379 A 003;5055;4978
Sharp;Sharp  AR-M;;AR-M 200 F;;ORIGINAL Sharp AR208LD - Développeur;;;;AR-208 LD;null;25000;13937;5600
PSI;PSI  PP;;PP 4050 Micr;;ORIGINAL PSI 870900245401 / S/FK 54 - Unité de fusión;;;;S/FK 54;null;870 900 245 401;9960;5283
Olympia;Olympia  CP;;CPS 10;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;8752;4684
Olivetti;Olivetti  D-Copia;;D-Copia 1800;;null;;;;null;null;null;8244;#N/A
OKI;OKI  Microline;;Microline 591 n;;ORIGINAL OKI 09002316 - Ruban nylon noir;;;;9002316;null;Oui;7444;5102
Canon;Canon  i-SENSYS;;i-SENSYS LBP-6020;;COMPATIBLE Canon 3484B002 / 725 - Toner noir;;;;725;null;3484 B 002;5056;4842
Canon;Canon  Smartbase PC;;Smartbase PC 1210 d;;COMPATIBLE Canon 6812A002 / CARTRIDGE M - Toner noir;;;;CARTRIDGE M;null;6812 A 002;5057;4828
Canon;Canon  BJ;;BJ-S 330;;COMPATIBLE Canon 6882A002 / BCI-24 C - Cartouche d'encre couleur;;;;BCI-24 C;null;6882 A 002;5058;4889
Sharp;Sharp  FO;;FO-1600 Series;;ORIGINAL Sharp UX15CR - Film transfert thermique;;;;UX-15 CR;null;500;13938;5579
Canon;Canon  imageRUNNER;;imageRUNNER Advance 6055;;ORIGINAL Canon 3766B002 / C-EXV 36 - Toner noir;;;;C-EXV 36;null;3766 B 002;5059;4817
Canon;Canon  Pixma;;Pixma IP 6600 Series;;COMPATIBLE Canon 0620B001 / CLI-8 BK - Cartouche d'encre noire;;;;CLI-8 BK;null;0620 B 001;5060;4954
Canon;Canon  LBP;;LBP-1110 SE;;COMPATIBLE HP C4092A / 92A - Toner noir;;;;92A;null;C 4092 A;5061;4871
Samsung;Samsung  MultiXpress;;MultiXpress X 4300 LX;;ORIGINAL HP SS686A / CLT-R808 - Kit tambour;;;;CLT-R808;null;SS 686 A;12540;5528
Samsung;Samsung  CLX;;CLX-3175;;COMPATIBLE Samsung CLTR409SEE / R409 - Kit tambour;;;;R409;null;CLT-R 409/SEE;12541;5480
Printronix;Printronix  P;;P 7200 Series;;ORIGINAL Printronix 255048401 - Ruban nylon noir;;;;255048-401;null;Oui;9917;5280
Toshiba;Toshiba  BC;;BC 1281 P;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;14976;4684
Ricoh;Ricoh  MP;;MP 402 spf;;null;;;;null;null;null;11190;#N/A
Texas Instruments;Texas Instruments  TI;;TI 5660;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;14654;4684
Xerox;Xerox  WC;;WC 5020 DN;;ORIGINAL Xerox 106R01277 - Toner noir;;;;106 R 01277;null;6300;17170;5858
OKI;OKI  B;;B 6500 Series;;COMPATIBLE OKI 09004462 - Toner noir;;;;9004462;null;22000;7445;5135
Ricoh;Ricoh  Aficio MP C;;Aficio MP C 5504 SP;;Ricoh Tambour Unit Noir (D2392242) (Alt: D2392241, D2392240);;;;D2392242;null;400000;11191;5354
Adler-Royal;Adler-Royal  CS;;CS 2018;;ORIGINAL Kyocera 37075110 - Développeur;;;;37075110;null;30000;73;4693
Ricoh;Ricoh  Aficio SP;;Aficio SP 3410 n;;COMPATIBLE Ricoh 406522 / SP 3400 HA - Toner noir;;;;SP 3400 HA;null;406522;11192;5325
Panasonic;Panasonic  KX-FLB;;KX-FLB 750 Series;;COMPATIBLE Panasonic KXFA76X - Toner noir;;;;KX-FA 76 X;null;2000;9335;5241
Canon;Canon  IR;;IR-C 6800 Series;;ORIGINAL Canon 2447B002 / C-EXV 24 - Toner noir;;;;C-EXV 24;null;2447 B 002;5062;4839
Canon;Canon  imageRUNNER C;;imageRUNNER C 2020;;COMPATIBLE Canon 3783B002 / C-EXV 34 - Toner cyan;;;;C-EXV 34;null;3783 B 002;5063;4905
Xerox;Xerox  WC;;WC 5222 KPS;;ORIGINAL Xerox 106R01306 - Toner noir;;;;106 R 01306;null;30000;17171;5841
Xerox;Xerox  WC;;WC 5225 V TE;;ORIGINAL Xerox 106R01306 - Toner noir;;;;106 R 01306;null;30000;17172;5841
OKI;OKI  MC;;MC 780 dnvfax;;COMPATIBLE OKI 45396204 - Toner noir;;;;45396204;null;15000;7446;5078
Brother;Brother  HL;;HL-5250 DNHY;;COMPATIBLE Brother TN3170 - Toner noir;;;;TN-3170;null;7000;1399;4730
Printronix;Printronix  P;;P 300 XQ;;ORIGINAL IBM 1040998 - Ruban nylon noir;;;;1040998;null;Oui;9918;4682
Wincor-Nixdorf;Wincor-Nixdorf  Beetle;;Beetle 20/1;;ORIGINAL Citizen 3000098 / IR 61 B - Ruban nylon noir;;;;IR 61 B;null;3000098;15785;5017
Xerox;Xerox  WorkCentre;;WorkCentre 5330;;ORIGINAL Xerox 006R01159 - Toner noir;;;;006 R 01159;null;30000;17173;5824
Brother;Brother  P-Touch;;P-Touch QL 1060 N;;COMPATIBLE Brother DK22205 - P-Touch Étiquettes;;;;DK-22205;null;Non;1400;4735
PSI;PSI  PP;;PP 403;;ORIGINAL Philips SRC96 - Ruban;;;;SRC 96;null;Oui;9961;4796
Sharp;Sharp  UX-P;;UX-P 410 Series;;ORIGINAL Sharp UX91CR - Film transfert thermique;;;;UX-91 CR;null;90;13939;5558
Triumph-Adler;Triumph-Adler  LP;;LP 218;;ORIGINAL Konica Minolta 4153101 / 1710398001 - Toner noir;;;;1710398001;null;4153-101;15259;5463
Brother;Brother  MFC;;MFC-L 9570 CDWTT;;COMPATIBLE Brother TN910BK - Toner noir;;;;TN-910 BK;null;9000;1401;4778
Ricoh;Ricoh  Aficio MP C;;Aficio MP C 2050;;COMPATIBLE Ricoh 841197 - Toner cyan;;;;841197;null;5500;11193;5348
Samsung;Samsung  ProXpress;;ProXpress M 3370 FD;;COMPATIBLE Samsung MLTD203LELS / 203L - Toner noir;;;;203L;null;MLT-D 203 L/ELS;12542;5494
Samsung;Samsung  SF;;SF-335 T;;COMPATIBLE Samsung INKM40ELS / M40 - Tête d'impression noire;;;;M40;null;INK-M 40/ELS;12543;5484
Canon;Canon  i-SENSYS;;i-SENSYS MF 446 x;;ORIGINAL Canon 3009C002 / 057 - Toner noir;;;;57;null;3009 C 002;5064;4946
Toshiba;Toshiba  E-Studio;;E-Studio 755;;ORIGINAL Toshiba 6AK00000128 / T-8550 E - Divers;;;;T-8550 E;null;6AK00000128;14977;5657
Samsung;Samsung  Xpress;;Xpress M 2078 FW;;PROMO Pack de 3 toners PREMIUM compatibles SAMSUNG MLTD111L / 111L;;;;NT-PS2020XC;null;D111L / SU799A;12544;5489
Xerox;Xerox  Phaser;;Phaser 6280 N;;COMPATIBLE Xerox 106R01395 - Toner noir;;;;106 R 01395;null;7000;17174;5941
Brother;Brother  Correctronic;;Correctronic 65;;COMPATIBLE Brother 7020 - Encreur correcteur;;;;7020;null;Non;1402;4717
Olympia;Olympia  CPD;;CPD 512 ER;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;8753;4684
Brother;Brother  WP;;WP 90;;ORIGINAL Brother 1032 - Ruban nylon noir;;;;1032;7,70 €;Oui;1403;4733
Utax;Utax  P;;P-C 2655 W MFP;;null;;;;null;null;null;15604;#N/A
Canon;Canon  Canola;;Canola MP 131;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;5065;4684
Adler-Royal;Adler-Royal  DM;;DM 320 Series;;null;;;;null;null;null;74;#N/A
Canon;Canon  LBP;;LBP-5700;;COMPATIBLE HP C9730A / 645A - Toner noir;;;;645A;null;C 9730 A;5066;4850
Canon;Canon  imageRUNNER;;imageRUNNER 1730 i;;ORIGINAL Canon 2787B002 / C-EXV 37 - Toner noir;;;;C-EXV 37;null;2787 B 002;5067;4823
Canon;Canon  PC;;PC 745;;COMPATIBLE Canon 1491A003 / E30 - Toner noir;;;;E30;null;1491 A 003;5068;4829
Panasonic;Panasonic  KX-MB;;KX-MB 2500 Series;;ORIGINAL Panasonic KXFAT431X - Toner noir;;;;KX-FAT 431 X;null;6000;9336;5253
Riso;Riso  RP;;RP 370;;ORIGINAL Riso S3380 - Encre Divers;;;;S-3380;null;Oui;11640;5457
Sharp;Sharp  CS;;CS 4000;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;13940;4684
Xerox;Xerox  ColorQube;;ColorQube 8700;;ORIGINAL Xerox 108R00998 - Encre solide en Color-Stix;;;;108 R 00998;null;4500;17175;5915
Canon;Canon  CLC;;CLC 700 e;;ORIGINAL Canon FY97006020 - Collecteurs de toner;;;;FY 9-7006-020;null;Oui;5069;4931
Star Micronics;Star Micronics  SCP;;SCP 700 Series;;ORIGINAL Star Micronics 30980113 / RC-200B - Ruban nylon noir;;;;RC-200B;null;30980113;14344;5015
Triumph-Adler;Triumph-Adler  VS;;VS 40;;null;;;;null;null;null;15260;#N/A
Olivetti;Olivetti  PG;;PG L 230;;null;;;;null;null;null;8245;#N/A
Sanyo;Sanyo  ICC;;ICC 1400 Series;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;12926;4684
Toshiba;Toshiba  E-Studio;;E-Studio 455;;ORIGINAL Toshiba 6AJ00000055 / T-4530 E - Toner noir;;;;T-4530 E;null;6AJ00000055;14978;5687
Canon;Canon  imageRUNNER;;imageRUNNER 2200;;COMPATIBLE Canon 6647A002 / C-EXV 3 - Toner noir;;;;C-EXV 3;null;6647 A 002;5070;4896
Brother;Brother  HL;;HL-5470 DWT;;COMPATIBLE Brother DR3300 - Kit tambour;;;;DR-3300;null;30000;1404;4723
Canon;Canon  i-SENSYS;;i-SENSYS MF 4380 dn;;COMPATIBLE Canon 0263B002 / FX-10 - Toner noir;;;;FX-10;null;0263 B 002;5071;4819
Canon;Canon  Pixma;;Pixma MX 895;;Pack de 5 GENERIQUES CANON PGI-525+526BKCMY;;;;PGI-525+CLI-526 BKCMY;null;4540 B 006;5072;4851
Canon;Canon  imageRUNNER;;imageRUNNER 210 Series;;ORIGINAL Canon 1388A002 - Toner noir;;;;1388 A 002;null;9600;5073;4807
Philips;Philips  Magic;;Magic 3-2 Primo;;COMPATIBLE Philips PFA331 / 906115312009 - Rouleau transfert thermique;;;;9,06E+11;null;PFA-331;9696;#N/A
Canon;Canon  FC;;FC 224 S;;COMPATIBLE Canon 1491A003 / E30 - Toner noir;;;;E30;null;1491 A 003;5074;4829
Selex;Selex  SR;;SR 850 Series;;COMPATIBLE Canon 0955A002 / BCI-21 C - Cartouche d'encre couleur;;;;BCI-21 C;null;0955 A 002;13100;4708
Canon;Canon  imageRUNNER;;imageRUNNER Advance C 256 is;;ORIGINAL Canon 2182C002 / C-EXV 55 - Toner noir;;;;C-EXV 55;null;2182 C 002;5075;4802
Ricoh;Ricoh  Aficio Color;;Aficio Color 2238;;ORIGINAL Ricoh B1163011 - Développeur;;;;B1163011;null;60000;11194;5386
Brother;Brother  P-Touch;;P-Touch 1260 VP;;COMPATIBLE Brother TZE231 - P-Touch Ruban;;;;TZE-231;null;Non;1405;4719
Canon;Canon  imageCLASS D;;ImageClass D 880;;COMPATIBLE Canon 6812A002 / CARTRIDGE M - Toner noir;;;;CARTRIDGE M;null;6812 A 002;5076;4828
Xerox;Xerox  WorkCentre;;WorkCentre 7655;;ORIGINAL Xerox 013R00603 - Kit tambour;;;;013 R 00603;null;200000;17176;5849
OKI;OKI  ES;;ES 7131 dnW;;ORIGINAL OKI 45460502 - Toner noir;;;;45460502;null;36000;7447;5131
Xerox;Xerox  WC;;WC 7232 TPX;;ORIGINAL Xerox 013R00636 - Kit tambour;;;;013 R 00636;null;80000;17177;5844
Canon;Canon  Pixma;;Pixma MG 2450;;COMPATIBLE Canon 8288B001 / CL-546 XL - Tête d'impression couleur;;;;CL-546 XL;null;8288 B 001;5077;4913
Ricoh;Ricoh  Aficio MP C;;Aficio MP C 6000;;ORIGINAL Ricoh D0143046 - Photoconducteur;;;;D0143046;null;Oui;11195;5410
Canon;Canon  imageCLASS;;imageCLASS LBP-162 dw;;COMPATIBLE Canon 2169C002 / 051H - Toner noir;;;;051H;null;2169 C 002;5078;4890
Utax;Utax  P;;P-4030 i MFP;;ORIGINAL Utax 614010010 - Toner noir;;;;614 010 010;null;14500;15605;5806
Unisys;Unisys  AP;;AP 1339;;null;;;;null;null;null;2005;#N/A
Panasonic;Panasonic  JE;;JE 1274 P;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;9337;4684
Xerox;Xerox  WC;;WC 5230 V SNE;;ORIGINAL Xerox 106R01306 - Toner noir;;;;106 R 01306;null;30000;17178;5841
Sagem;Sagem  Quadrige;;Quadrige Q 5200 N;;ORIGINAL Sagem TNR736 / 251222454 - Toner noir;;;;251222454;null;TN-R 736;11777;5464
OKI;OKI  ES;;ES 4160;;ORIGINAL OKI 43979223 - Toner noir;;;;43979223;null;12000;7448;5150
Xerox;Xerox  VersaLink;;VersaLink C 505 XM;;COMPATIBLE Xerox 106R03876 - Toner noir;;;;106 R 03876;null;12100;17179;5901
Canon;Canon  IR;;IR Advance 6000 Series;;ORIGINAL Canon 3766B002 / C-EXV 36 - Toner noir;;;;C-EXV 36;null;3766 B 002;5079;4817
Texas Instruments;Texas Instruments  Fax L;;Fax L 42;;null;;;;null;null;null;14655;#N/A
Xerox;Xerox  WorkCentre;;WorkCentre 7830 T;;ORIGINAL Xerox 006R01513 - Toner noir;;;;006 R 01513;null;26000;17180;5826
Canon;Canon  BIJ;;BIJ 1350 D;;ORIGINAL Canon 7337A001 / BCI-1201 BK - Cartouche d'encre noire;;;;BCI-1201 BK;null;7337 A 001;5080;4836
Toshiba;Toshiba  E-Studio;;E-Studio 6518 A;;ORIGINAL Toshiba 6AK00000342 / T 5508 U - Divers;;;;T 5508 U;null;6AK00000342;14979;5680
Xerox;Xerox  WorkCentre;;WorkCentre 5230 V Fnlx;;ORIGINAL Xerox 106R01306 - Toner noir;;;;106 R 01306;null;30000;17181;5841
Xerox;Xerox  Docuprint;;Docuprint 4517;;ORIGINAL Xerox 113R00095 - Toner noir;;;;113 R 00095;null;10000;17182;5021
3 M;3 M  H;;H 244-200;;ORIGINAL Tally Genicom 44A504287G33 - Ruban nylon noir;;;;44A504287-G33;null;Oui;8;4681
Canon;Canon  Satera;;Satera MF 4770 n;;COMPATIBLE Canon 3500B002 / 728 - Toner noir;;;;728;null;3500 B 002;5081;4806
Samsung;Samsung  Xpress;;Xpress C 460 FW;;PROMO Pack Compatibles Samsung CLTP406CELS / C406 - Toner MultiPack;;;;C406;null;CLT-P 406 C/ELS;12545;5491
OKI;OKI  Microline;;Microline 182 Turbo;;COMPATIBLE OKI 09002303 - Ruban nylon noir;;;;9002303;null;Non;7449;4792
Canon;Canon  Multipass;;Multipass MP 370;;COMPATIBLE Canon 6882A002 / BCI-24 C - Cartouche d'encre couleur;;;;BCI-24 C;null;6882 A 002;5082;4889
Sharp;Sharp  EL;;EL 3815;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;13941;4684
Canon;Canon  IR;;IR 3035;;COMPATIBLE Canon 9634A002 / C-EXV 12 - Toner noir;;;;C-EXV 12;null;9634 A 002;5083;4853
Canon;Canon  Pixma;;Pixma MX 850;;COMPATIBLE Canon 0628B001 / PGI-5 BK - Cartouche d'encre noire;;;;PGI-5 BK;null;0628 B 001;5084;4898
Canon;Canon  i-SENSYS;;i-SENSYS LBP-460;;COMPATIBLE HP C3906A / 06A - Toner noir;;;;06A;null;C 3906 A;5085;4904
Brother;Brother  Professional;;Professional 440;;COMPATIBLE Brother 7020 - Encreur correcteur;;;;7020;null;Non;1406;4717
Brother;Brother  EM;;EM 30 II;;ORIGINAL Brother 1032 - Ruban nylon noir;;;;1032;7,70 €;Oui;1407;4733
Canon;Canon  imagePROGRAF IPF;;imagePROGRAF IPF TX 2000 B;;ORIGINAL Canon 2353C001 / PFI-710 MBK - Cartouche d'encre noire mate;;;;PFI-710 MBK;null;2353 C 001;5086;4930
Samsung;Samsung  ML;;ML-2251 Series;;null;;;;null;null;null;12546;#N/A
Canon;Canon  IR-C;;IR-C 3400 Series;;COMPATIBLE Canon 0452B002 / C-EXV 21 - Toner noir;;;;C-EXV 21;null;0452 B 002;5087;4906
Triumph-Adler;Triumph-Adler  DC;;DC 6230;;ORIGINAL Utax 613011110 - Toner noir;;;;613 011 110;null;3000;15261;5773
C.Itoh;C.Itoh  CI;;CI 310;;ORIGINAL IBM 1040998 - Ruban nylon noir;;;;1040998;null;Oui;2049;4682
Toshiba;Toshiba  E-Studio;;E-Studio 2040 C;;ORIGINAL Toshiba 6AJ00000075 / T-FC 25 EK - Toner noir;;;;T-FC 25 EK;null;6AJ00000075;14980;5676
Panasonic;Panasonic  KX-FLM;;KX-FLM 553;;COMPATIBLE Panasonic KXFA76X - Toner noir;;;;KX-FA 76 X;null;2000;9338;5241
Ricoh;Ricoh  Aficio AP;;Aficio AP 410 n;;Ricoh Toner Type 220 (400943)(400945)(400810)(403057);;;;TYPE 220;null;400943;11196;5402
